STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
DELHI (UT),2010,Total Poisoning,5,72,73,30,6,186,7,38,27,2,1,75,261
DELHI (UT),2010,Total Traffic Accidents,102,1171,1009,498,158,2938,33,92,90,61,31,307,3245
DELHI (UT),2011,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2011,Collapse of Structure(House),0,4,5,1,0,10,1,2,1,1,0,5,15
DELHI (UT),2011,Collapse of Structure(Building),3,4,6,1,0,14,1,1,1,3,0,6,20
DELHI (UT),2011,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2011,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2011,Collapse of Structure(Others),4,11,13,3,0,31,2,2,0,0,0,4,35
DELHI (UT),2011,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2011,Drowning(Other Cases),20,73,54,19,3,169,7,15,2,1,2,27,196
DELHI (UT),2011,Electrocution,9,61,40,16,2,128,4,9,4,2,1,20,148
DELHI (UT),2011,Explosion (Bomb explosion),0,1,3,4,6,14,0,0,0,1,0,1,15
DELHI (UT),2011,"Explosion(Other explosion like Boilers,",2,10,5,2,1,20,1,1,0,0,0,2,22
DELHI (UT),2011,Falls (Fall from Height),47,109,120,59,26,361,28,29,19,7,11,94,455
DELHI (UT),2011,Fall into Pit/Manhole,2,8,6,2,0,18,2,0,0,0,0,2,20
DELHI (UT),2011,Factory/Machine Accidents,0,25,18,6,0,49,0,2,0,0,0,2,51
DELHI (UT),2011,Fire (Fireworks/Crackers),1,1,1,0,1,4,0,3,0,0,2,5,9
DELHI (UT),2011,Fire (Short-Circuit),0,21,8,2,0,31,0,1,3,0,0,4,35
DELHI (UT),2011,Gas Cylinder/Stove Burst,6,7,14,3,0,30,3,28,34,7,2,74,104
DELHI (UT),2011,Other Fire Accidents,5,29,34,11,6,85,8,46,17,3,2,76,161
DELHI (UT),2011,Fire-Arms,1,15,16,2,1,35,0,4,1,1,0,6,41
DELHI (UT),2011,Sudden Deaths (Heart Attacks),0,16,88,99,49,252,0,1,5,11,7,24,276
DELHI (UT),2011,Epileptic Fits/Giddiness,0,6,11,8,1,26,0,1,0,0,0,1,27
DELHI (UT),2011,Abortions/Child Birth,0,0,0,0,0,0,8,14,8,0,0,30,30
DELHI (UT),2011,Influence of Alcohol,0,37,66,41,7,151,0,0,0,0,0,0,151
DELHI (UT),2011,Killed by animals,0,1,0,0,1,2,0,0,0,0,1,1,3
DELHI (UT),2011,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2011,Food Poisioning/Accidental Intake of Ins,1,13,22,5,2,43,1,8,5,2,0,16,59
DELHI (UT),2011,Spurious/poisionous liquor,1,0,9,4,0,14,3,3,1,0,0,7,21
DELHI (UT),2011,Leakage of poisinous gases Etc.,0,1,0,0,0,1,0,1,0,0,0,1,2
DELHI (UT),2011,Snake Bite/Animal Bite,0,4,5,1,1,11,4,2,0,0,1,7,18
DELHI (UT),2011,Other,1,39,33,19,3,95,0,25,14,5,4,48,143
DELHI (UT),2011,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2011,Suffocation,0,0,5,0,3,8,0,1,1,3,0,5,13
DELHI (UT),2011,Traffic Accidents (Road Accidents),77,644,760,311,87,1879,43,60,73,36,16,228,2107
DELHI (UT),2011,Traffic Accidents (Rail-Road Accidents),0,1,5,1,0,7,0,0,0,1,0,1,8
DELHI (UT),2011,Other Railway Accidents,26,347,310,164,68,915,4,28,33,21,16,102,1017
DELHI (UT),2011,Other Causes (Please Specify),33,304,280,196,95,908,22,116,84,30,18,270,1178
DELHI (UT),2011,Causes Not Known,24,238,347,214,74,897,26,91,63,48,25,253,1150
DELHI (UT),2011,Total,263,2030,2284,1194,437,6208,168,494,369,183,108,1322,7530
DELHI (UT),2011,Total Collapse,7,19,24,5,0,55,4,5,2,4,0,15,70
DELHI (UT),2011,Total Drowning,20,73,54,19,3,169,7,15,2,1,2,27,196
DELHI (UT),2011,Total Explosion,2,11,8,6,7,34,1,1,0,1,0,3,37
DELHI (UT),2011,Total Falls,49,117,126,61,26,379,30,29,19,7,11,96,475
DELHI (UT),2011,Total Fire,12,58,57,16,7,150,11,78,54,10,6,159,309
DELHI (UT),2011,Total Sudden Deaths,0,59,165,148,57,429,8,16,13,11,7,55,484
DELHI (UT),2011,Total Poisoning,3,57,69,29,6,164,8,39,20,7,5,79,243
DELHI (UT),2011,Total Traffic Accidents,103,992,1075,476,155,2801,47,88,106,58,32,331,3132
DELHI (UT),2012,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2012,Collapse of Structure(House),5,1,5,3,0,14,1,0,0,1,0,2,16
DELHI (UT),2012,Collapse of Structure(Building),1,5,8,4,0,18,0,0,2,1,1,4,22
DELHI (UT),2012,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2012,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2012,Collapse of Structure(Others),1,5,10,4,0,20,3,6,0,0,0,9,29
DELHI (UT),2012,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2012,Drowning(Other Cases),22,35,50,16,1,124,5,15,5,0,3,28,152
DELHI (UT),2012,Electrocution,11,63,48,10,2,134,3,6,8,0,2,19,153
DELHI (UT),2012,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2012,"Explosion(Other explosion like Boilers,",2,3,5,0,0,10,3,3,3,0,0,9,19
DELHI (UT),2012,Falls (Fall from Height),36,114,109,45,15,319,35,18,20,9,11,93,412
DELHI (UT),2012,Fall into Pit/Manhole,4,2,3,3,0,12,2,0,0,0,0,2,14
DELHI (UT),2012,Factory/Machine Accidents,0,12,18,6,0,36,0,0,0,0,0,0,36
DELHI (UT),2012,Fire (Fireworks/Crackers),0,1,0,0,0,1,0,0,0,0,0,0,1
DELHI (UT),2012,Fire (Short-Circuit),3,25,9,3,0,40,0,2,2,1,0,5,45
DELHI (UT),2012,Gas Cylinder/Stove Burst,1,2,10,4,4,21,5,19,16,2,4,46,67
DELHI (UT),2012,Other Fire Accidents,7,18,20,8,3,56,7,33,16,6,5,67,123
DELHI (UT),2012,Fire-Arms,0,16,8,8,0,32,2,3,1,1,0,7,39
DELHI (UT),2012,Sudden Deaths (Heart Attacks),1,22,65,76,40,204,0,2,4,14,9,29,233
DELHI (UT),2012,Epileptic Fits/Giddiness,0,6,8,5,3,22,0,2,0,1,0,3,25
DELHI (UT),2012,Abortions/Child Birth,0,0,0,0,0,0,6,15,7,0,0,28,28
DELHI (UT),2012,Influence of Alcohol,0,26,93,47,6,172,0,0,0,0,0,0,172
DELHI (UT),2012,Killed by animals,0,0,1,1,0,2,0,0,0,0,0,0,2
DELHI (UT),2012,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2012,Food Poisioning/Accidental Intake of Ins,1,13,21,10,1,46,3,7,6,3,1,20,66
DELHI (UT),2012,Spurious/poisionous liquor,1,0,2,2,0,5,0,0,0,0,0,0,5
DELHI (UT),2012,Leakage of poisinous gases Etc.,0,0,1,1,0,2,0,1,0,0,0,1,3
DELHI (UT),2012,Snake Bite/Animal Bite,0,1,4,0,0,5,0,2,1,0,0,3,8
DELHI (UT),2012,Other,2,34,32,5,6,79,5,23,18,3,2,51,130
DELHI (UT),2012,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI (UT),2012,Suffocation,0,1,4,0,0,5,0,0,1,1,0,2,7
DELHI (UT),2012,Traffic Accidents (Road Accidents),75,552,672,301,98,1698,23,33,60,30,22,168,1866
DELHI (UT),2012,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,1,0,0,0,1,1
DELHI (UT),2012,Other Railway Accidents,12,245,336,230,74,897,3,21,34,23,13,94,991
DELHI (UT),2012,Other Causes (Please Specify),35,244,282,217,61,839,22,104,72,23,12,233,1072
DELHI (UT),2012,Causes Not Known,23,234,363,215,82,917,25,105,83,35,18,266,1183
DELHI (UT),2012,Total,243,1680,2187,1224,396,5730,153,421,359,154,103,1190,6920
DELHI (UT),2012,Total Collapse,7,11,23,11,0,52,4,6,2,2,1,15,67
DELHI (UT),2012,Total Drowning,22,35,50,16,1,124,5,15,5,0,3,28,152
DELHI (UT),2012,Total Explosion,2,3,5,0,0,10,3,3,3,0,0,9,19
DELHI (UT),2012,Total Falls,40,116,112,48,15,331,37,18,20,9,11,95,426
DELHI (UT),2012,Total Fire,11,46,39,15,7,118,12,54,34,9,9,118,236
DELHI (UT),2012,Total Sudden Deaths,1,54,166,128,49,398,6,19,11,15,9,60,458
DELHI (UT),2012,Total Poisoning,4,48,60,18,7,137,8,33,25,6,3,75,212
DELHI (UT),2012,Total Traffic Accidents,87,797,1008,531,172,2595,26,55,94,53,35,263,2858
LAKSHADWEEP,2001,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Drowning(Other Cases),2,0,0,1,0,3,0,0,0,0,0,0,3
LAKSHADWEEP,2001,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Other Fire Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Sudden Deaths (Heart Attacks),0,0,2,0,0,2,0,0,0,0,0,0,2
LAKSHADWEEP,2001,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Traffic Accidents (Road Accidents),0,1,0,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2001,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Other Causes (Please Specify),0,0,0,0,0,0,2,0,0,0,0,2,2
LAKSHADWEEP,2001,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Total,2,1,2,1,0,6,2,0,0,0,0,2,8
LAKSHADWEEP,2001,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Total Drowning,2,0,0,1,0,3,0,0,0,0,0,0,3
LAKSHADWEEP,2001,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Total Fire,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Total Sudden Deaths,0,0,2,0,0,2,0,0,0,0,0,0,2
LAKSHADWEEP,2001,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2001,Total Traffic Accidents,0,1,0,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2002,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Collapse of Structure (House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Collapse of Structure (Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Collapse of Structure (Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Collapse of Structure (Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Collapse of Structure (Others),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Drowning (Other Cases),0,0,0,1,1,2,0,0,0,0,0,0,2
LAKSHADWEEP,2002,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,"Explosion(Other explosion like Boilers, Gas cylinder etc.)",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Other Fire Accidents,0,0,0,0,0,0,1,0,0,0,0,1,1
LAKSHADWEEP,2002,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Sudden Deaths (Heart Attacks),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Food Poisioning/Accidental Intake of Insecticides etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Traffic Accidents (Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Total,0,0,0,1,1,2,1,0,0,0,0,1,3
LAKSHADWEEP,2002,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Total Drowning,0,0,0,1,1,2,0,0,0,0,0,0,2
LAKSHADWEEP,2002,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Total Fire,0,0,0,0,0,0,1,0,0,0,0,1,1
LAKSHADWEEP,2002,Total Sudden Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2002,Total Traffic Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Air-Crash,0,0,0,1,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2003,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Collapse of Structure(Others),0,0,1,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2003,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Drowning(Other Cases),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Other Fire Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Sudden Deaths (Heart Attacks),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Traffic Accidents (Road Accidents),0,1,0,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2003,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Total,0,1,1,1,0,3,0,0,0,0,0,0,3
LAKSHADWEEP,2003,Total Collapse,0,0,1,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2003,Total Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Total Fire,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Total Sudden Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2003,Total Traffic Accidents,0,1,0,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2004,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Drowning(Other Cases),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Other Fire Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Sudden Deaths (Heart Attacks),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Traffic Accidents (Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total Fire,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total Sudden Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0
